,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index,change1,change2,change3,change4,change5,change6,total_change
246,10 枫从此痛失AD的怀抱（GG单方面认为）,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5c06c45,https://banyeyouexingle.lofter.com/,2022-06-17,62,64,64,65,66,68,69,246,2,0,1,1,2,1,7
247,求文,text,斯莱特林小白,https://silaitelinxiaobai.lofter.com/post/4c71e30f_2b5c06c43,https://silaitelinxiaobai.lofter.com/,2022-06-17,2,2,2,2,2,2,2,247,0,0,0,0,0,0,0
248,血盟突然变成人该怎么办【1】,text,肥牛卷适合涮火锅,https://deyunshededabaobei54915.lofter.com/post/313987a3_2b5c05d0e,https://deyunshededabaobei54915.lofter.com/,2022-06-17,24,25,28,30,36,42,46,248,1,3,2,6,6,4,22
249,今日棠先生大发现！！！,text,棠先生拥有光（死学校了,https://xitang14761.lofter.com/post/4c19edfb_2b5c05164,https://xitang14761.lofter.com/,2022-06-17,2,2,2,2,2,2,2,249,0,0,0,0,0,0,0
250,None,img,Echo-脑洞实验室,https://dorothy713.lofter.com/post/201dc718_2b5c00196,https://dorothy713.lofter.com/,2022-06-17,18,19,19,19,19,19,19,250,1,0,0,0,0,0,1
251,【GGAD】Love you as I promised,text,Christopher,https://wsyidys.lofter.com/post/31a9631f_2b5c04d9d,https://wsyidys.lofter.com/,2022-06-17,22,24,24,24,24,24,24,251,2,0,0,0,0,0,2
252,None,img,见星遇安,https://douligu.lofter.com/post/73e73295_2b5c03769,https://douligu.lofter.com/,2022-06-17,19,21,23,24,24,28,29,252,2,2,1,0,4,1,10
253,【GGAD】论把自家房子作塌了是种什么样的体验,text,花醉三千   ⃒⃘⃤,https://qize77.lofter.com/post/1feff040_2b5ba3f15,https://qize77.lofter.com/,2022-06-17,128,139,165,193,218,244,261,253,11,26,28,25,26,17,133
254,None,img,隔壁老困,https://sleepyuncle.lofter.com/post/30d9e0_2b5c054ae,https://sleepyuncle.lofter.com/,2022-06-17,184,200,235,248,262,274,274,254,16,35,13,14,12,0,90
255,什么？同人文？？,text,妮,https://wangbeini41982.lofter.com/post/74b64b34_2b5c03294,https://wangbeini41982.lofter.com/,2022-06-17,12,14,14,14,14,14,14,255,2,0,0,0,0,0,2
256,[GGAD]格格不入21,text,青汤光肉,https://meatsoup.lofter.com/post/228818_2b5c02e99,https://meatsoup.lofter.com/,2022-06-17,243,244,245,246,247,247,248,256,1,1,1,1,0,1,5
257,你好，我叫……,text,初枫,https://loushuidelizi.lofter.com/post/745f9dd7_2b5c01be5,https://loushuidelizi.lofter.com/,2022-06-17,5,5,6,6,6,6,7,257,0,1,0,0,0,1,2
258,None,img,the greater good,https://thegreatergood82020.lofter.com/post/73fcfc93_2b5c01441,https://thegreatergood82020.lofter.com/,2022-06-17,1,1,1,1,1,1,1,258,0,0,0,0,0,0,0
259,None,img,尔已,https://eryi629121.lofter.com/post/4c301b8d_2b5c0184d,https://eryi629121.lofter.com/,2022-06-17,210,368,496,606,700,784,831,259,158,128,110,94,84,47,621
260,None,img,随阳,https://hanyiyizhi.lofter.com/post/4bd784d5_2b5c029dc,https://hanyiyizhi.lofter.com/,2022-06-17,23,26,27,28,32,38,39,260,3,1,1,4,6,1,16
261,一些话,text,糖丸soso ⃒⃘⃤,https://mc-huiyialaso.lofter.com/post/4bb388d9_2b5c03563,https://mc-huiyialaso.lofter.com/,2022-06-17,2,2,2,2,2,2,2,261,0,0,0,0,0,0,0
262,None,img,要当纽特的小树枝,https://xingjiangziyiyi.lofter.com/post/73e09216_2b5bfe1c9,https://xingjiangziyiyi.lofter.com/,2022-06-17,1,1,1,1,1,1,1,262,0,0,0,0,0,0,0
263,【GGAD/汤哈】魔王和救世主的多元宇宙,text,春日星火,https://springsparky.lofter.com/post/31b28608_2b5bfb03e,https://springsparky.lofter.com/,2022-06-17,71,73,73,78,79,81,83,263,2,0,5,1,2,2,12
264,自己对GGAD的一点理解(仅为个人意见),text,赫托弥格盾,https://gongyulianshang.lofter.com/post/740b2607_2b5bfbc37,https://gongyulianshang.lofter.com/,2022-06-17,5,5,5,5,5,5,5,264,0,0,0,0,0,0,0
265,None,img,安娜塔西娅,https://annataxiya629.lofter.com/post/1f8fe188_2b5bf9c57,https://annataxiya629.lofter.com/,2022-06-17,726,745,766,783,800,817,824,265,19,21,17,17,17,7,98
266,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5c002ed,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-17,83,84,89,93,95,99,99,266,1,5,4,2,4,0,16
267,None,img,山陵浸遠,https://xuhuairuogu589.lofter.com/post/1e6ca9d8_2b5bfd959,https://xuhuairuogu589.lofter.com/,2022-06-17,80,183,303,463,617,773,854,267,103,120,160,154,156,81,774
268,【GGAD】 梦,text,帕特里夏,https://xianyulinjinran.lofter.com/post/1f1a7c9a_2b5bfb6cd,https://xianyulinjinran.lofter.com/,2022-06-17,11,11,12,12,12,12,12,268,0,1,0,0,0,0,1
269,None,img,小蓝鸟送饭搬运大师,https://bigbeard33823.lofter.com/post/4cb6855e_2b5bfd940,https://bigbeard33823.lofter.com/,2022-06-17,97,121,181,205,224,239,243,269,24,60,24,19,15,4,146
270,None,img,Gellert Grindelwald ⃒⃘⃤,https://aralan01790.lofter.com/post/74aa51ab_2b5bfef09,https://aralan01790.lofter.com/,2022-06-17,7,7,7,8,10,10,10,270,0,0,1,2,0,0,3
271,None,img,戈琳斯·阿伯内西🇬🇧,https://ggad-gelinsishengtu.lofter.com/post/73fcc845_2b5bf8140,https://ggad-gelinsishengtu.lofter.com/,2022-06-17,29,37,37,38,38,40,41,271,8,0,1,0,2,1,12
272,None,img,不会写作文真君。,https://yingying75831.lofter.com/post/741b41ba_2b5bfc9b2,https://yingying75831.lofter.com/,2022-06-17,8,8,9,9,9,9,9,272,0,1,0,0,0,0,1
273,怎样用女儿挽回老相好68,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5bbc277,https://anna-tulanduo.lofter.com/,2022-06-17,83,86,86,88,89,89,90,273,3,0,2,1,0,1,7
274,和男友分手以后（十二）,text,刹那芳华,https://chaneifanghua515.lofter.com/post/30b0a4b5_2b5bb61dd,https://chaneifanghua515.lofter.com/,2022-06-17,31,33,35,37,38,39,41,274,2,2,2,1,1,2,10
275,【GGAD】【FB3】被世界最强的黑白巫师玩弄的一生 格林德沃篇 Chapter 22,text,Splitwarrior,https://splitwarrior.lofter.com/post/30cb80da_2b5bf9ad9,https://splitwarrior.lofter.com/,2022-06-17,35,37,37,38,40,41,41,275,2,0,1,2,1,0,6
276,None,img,北染_Sean.,https://baijie25562.lofter.com/post/73b8d6de_2b5bfa178,https://baijie25562.lofter.com/,2022-06-17,77,79,81,83,83,83,83,276,2,2,2,0,0,0,6
277,None,img,Moni,https://pfls419.lofter.com/post/4b4fddab_2b5bf05d9,https://pfls419.lofter.com/,2022-06-17,2115,2309,2490,2634,2758,2854,2921,277,194,181,144,124,96,67,806
278,None,img,灵麒Linkee,https://jiangtutu521.lofter.com/post/1f0724af_2b5bf9d36,https://jiangtutu521.lofter.com/,2022-06-17,370,392,421,450,469,483,488,278,22,29,29,19,14,5,118
279,【HP】Double（7）,text,楪白昼,https://liuqiantan.lofter.com/post/7452dd8f_2b5bf6c18,https://liuqiantan.lofter.com/,2022-06-17,44,48,52,57,61,62,62,279,4,4,5,4,1,0,18
280,关于老大和格林德沃是什么关系（一）,text,作死罗锅,https://zuosidehushuluoguo.lofter.com/post/7468d789_2b5bf4e00,https://zuosidehushuluoguo.lofter.com/,2022-06-17,19,19,20,21,21,23,23,280,0,1,1,0,2,0,4
281,呜呜书荒有没有推文的,text,祈杳,https://draco38118.lofter.com/post/4cbe18da_2b5bf66df,https://draco38118.lofter.com/,2022-06-17,5,5,5,5,5,5,5,281,0,0,0,0,0,0,0
282,【GGAD】《血盟故障维修处》#10完结,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5bf4151,https://hongbidiaole.lofter.com/,2022-06-17,40,41,42,44,44,44,44,282,1,1,2,0,0,0,4
283,HP观影体.08,text,风气候,https://fqh06.lofter.com/post/74b60a13_2b5bf0bf0,https://fqh06.lofter.com/,2022-06-17,163,174,188,205,223,233,250,283,11,14,17,18,10,17,87
284,None,img,sdujukdjshsj,https://wylj0.lofter.com/post/1f6a7703_2b5bf39f4,https://wylj0.lofter.com/,2022-06-17,2,2,2,2,2,2,2,284,0,0,0,0,0,0,0
285,我真的不是黑巫师（1）,text,裤子飞飞,https://woaisese41269.lofter.com/post/7440c6d7_2b5bbe785,https://woaisese41269.lofter.com/,2022-06-17,23,24,26,26,29,28,28,285,1,2,0,3,-1,0,5
286,None,img,月考再nm砸把学校炸了,https://slytherinwangzhi.lofter.com/post/74745063_2b5bf3c87,https://slytherinwangzhi.lofter.com/,2022-06-17,6,6,6,6,6,6,6,286,0,0,0,0,0,0,0
287,【微GGAD】噩梦（微刀）,text,愿为君故,https://wenzhou10822.lofter.com/post/73eadd0a_2b5bf34f0,https://wenzhou10822.lofter.com/,2022-06-17,7,7,7,7,7,7,7,287,0,0,0,0,0,0,0
288,【GGAD】你须偿还（22）,text,凌宙 ⃒⃘⃤ ,https://lingzhou106.lofter.com/post/1f9b3e29_2b5bf2530,https://lingzhou106.lofter.com/,2022-06-17,140,140,140,141,141,141,141,288,0,0,1,0,0,0,1
289,None,img,Ar.Catene,https://cynthia00029.lofter.com/post/4cc2daa1_2b5beec34,https://cynthia00029.lofter.com/,2022-06-17,13,13,13,13,14,15,17,289,0,0,0,1,1,2,4
290,借tag致歉，出本，离蜉大大的心门,text,eslain,https://nangege44880.lofter.com/post/31219913_2b5befe46,https://nangege44880.lofter.com/,2022-06-17,25,25,25,25,25,25,25,290,0,0,0,0,0,0,0
291,「论坛体」最甜的cp是哪对啊喂？？？［上］,text,风气候,https://fqh06.lofter.com/post/74b60a13_2b58b64d3,https://fqh06.lofter.com/,2022-06-17,169,180,189,201,210,218,231,291,11,9,12,9,8,13,62
292,None,img,Masquerade.S   ⃒⃘⃤ ,https://suqingyun96296.lofter.com/post/4c3acd2f_2b5beeb9e,https://suqingyun96296.lofter.com/,2022-06-17,10,10,10,11,11,11,11,292,0,0,1,0,0,0,1
293,None,img,7die_miracle,https://7diemiracle.lofter.com/post/20558498_2b5bed001,https://7diemiracle.lofter.com/,2022-06-17,122,208,304,439,654,789,883,293,86,96,135,215,135,94,761
294,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5bebbc4,https://kemengyingxin.lofter.com/,2022-06-17,89,98,102,113,124,132,137,294,9,4,11,11,8,5,48
295,（hp／fb）涅槃（6）,text,渟辞,https://yanyushengge55913.lofter.com/post/4b77f1e3_2b569ff5c,https://yanyushengge55913.lofter.com/,2022-06-17,5,6,6,6,6,6,6,295,1,0,0,0,0,0,1
296,我捍卫你的爱 第二十二章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5beb38b,https://chenai226.lofter.com/,2022-06-17,20,21,21,23,24,24,24,296,1,0,2,1,0,0,4
297,关于GGAD的一些文案 2,text,ATTIC🦈,https://attic66660.lofter.com/post/74808634_2b5bea59e,https://attic66660.lofter.com/,2022-06-17,8,8,9,9,9,9,9,297,0,1,0,0,0,0,1
298,百年孤独,text,意燃,https://yiran61561.lofter.com/post/73e6e29f_2b5bebefb,https://yiran61561.lofter.com/,2022-06-17,5,5,5,5,5,5,5,298,0,0,0,0,0,0,0
299,【GGAD少年组】德姆斯特朗交换生34,text,一只毛线球  ⃒⃘⃤,https://fluffyball.lofter.com/post/30bf7df9_2b5be73d3,https://fluffyball.lofter.com/,2022-06-16,334,341,346,351,353,360,367,299,7,5,5,2,7,7,33
300,None,img,万俟,https://mqmoqi.lofter.com/post/1f041854_2b5be8983,https://mqmoqi.lofter.com/,2022-06-16,34,34,34,35,35,35,35,300,0,0,1,0,0,0,1
301,None,img,半夏🍃,https://banxia27634.lofter.com/post/4c1cc93b_2b5bea72f,https://banxia27634.lofter.com/,2022-06-16,389,596,794,1006,1250,1435,1514,301,207,198,212,244,185,79,1125
302,None,img,丹尼小丑,https://lansexiaweiyi997.lofter.com/post/1ea13440_2b5be7286,https://lansexiaweiyi997.lofter.com/,2022-06-16,182,195,208,221,226,230,231,302,13,13,13,5,4,1,49
303,［GGAD］阳光、大海、飞鸟与玫瑰  ⃒⃘⃤,text,布鲁布噜哒,https://heling81851.lofter.com/post/741a3373_2b5be34b0,https://heling81851.lofter.com/,2022-06-16,7,7,7,7,7,7,7,303,0,0,0,0,0,0,0
304,［GGAD］阳光、大海、飞鸟与玫瑰,text,布鲁布噜哒,https://heling81851.lofter.com/post/741a3373_2b5be43db,https://heling81851.lofter.com/,2022-06-16,1,1,1,1,1,1,1,304,0,0,0,0,0,0,0
305,None,img,柠檬雪宝供应商,https://keke0614.lofter.com/post/30b4ab14_2b5be471e,https://keke0614.lofter.com/,2022-06-16,34,35,36,36,36,36,36,305,1,1,0,0,0,0,2
306,None,img,空候归,https://zihan31579.lofter.com/post/4cce6857_2b5be51a7,https://zihan31579.lofter.com/,2022-06-16,1,1,1,1,1,1,1,306,0,0,0,0,0,0,0
307,None,img,蘩湫,https://fanqiu012.lofter.com/post/2033b67f_2b5be42d2,https://fanqiu012.lofter.com/,2022-06-16,28,31,31,31,31,31,32,307,3,0,0,0,0,1,4
308,暗的尽头是光吗9【GGAD】,text,一只文,https://luchenfuren85004.lofter.com/post/7439338d_2b5b62d53,https://luchenfuren85004.lofter.com/,2022-06-16,17,17,17,17,17,17,17,308,0,0,0,0,0,0,0
309,None,img,Runaway_,https://runawayto.lofter.com/post/4cb6808c_2b5bdee32,https://runawayto.lofter.com/,2022-06-16,20,22,22,22,22,23,23,309,2,0,0,0,1,0,3
310,cp脑晚期了,text,san松,https://sansong70680.lofter.com/post/4b4ae9dd_2b5be2035,https://sansong70680.lofter.com/,2022-06-16,5,5,5,5,5,5,5,310,0,0,0,0,0,0,0
311,None,img,隔壁老困,https://sleepyuncle.lofter.com/post/30d9e0_2b5bdfda8,https://sleepyuncle.lofter.com/,2022-06-16,556,615,686,736,776,801,811,311,59,71,50,40,25,10,255
312,None,img,凡夫俗子很大方,https://sundaygg.lofter.com/post/3ce4d9_2b5be0c6b,https://sundaygg.lofter.com/,2022-06-16,16,16,17,17,17,17,17,312,0,1,0,0,0,0,1
313,【GGAD】Sacrifice 79（使女AU/ABO/带球跑）,text,炫耀此生,https://xuanyaocisheng0301.lofter.com/post/1ffdab16_2b5bdd72b,https://xuanyaocisheng0301.lofter.com/,2022-06-16,116,116,117,117,117,117,119,313,0,1,0,0,0,2,3
314,【GGAD】追杀,text,一只猫   ⃒⃘⃤,https://yizhimao64892.lofter.com/post/73be580f_2b5be35c4,https://yizhimao64892.lofter.com/,2022-06-16,19,19,21,22,23,25,26,314,0,2,1,1,2,1,7
315,【多CP】童话新编,text,酒肆里,https://94lidedianxiao2.lofter.com/post/30f78c64_2b5b3f673,https://94lidedianxiao2.lofter.com/,2022-06-16,105,115,123,127,132,130,134,315,10,8,4,5,-2,4,29
316,None,img,汤宥T.A.N.G.,https://sineipuzaitaoxifashui.lofter.com/post/4be6d31c_2b5bde9f4,https://sineipuzaitaoxifashui.lofter.com/,2022-06-16,4,4,4,4,4,4,4,316,0,0,0,0,0,0,0
317,9 GG：今日目标摸手手（已达成）,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5be12f9,https://banyeyouexingle.lofter.com/,2022-06-16,58,59,60,62,62,62,62,317,1,1,2,0,0,0,4
318,我捍卫你的爱 第二十一章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5bdcbcf,https://chenai226.lofter.com/,2022-06-16,16,20,20,24,25,25,25,318,4,0,4,1,0,0,9
319,None,img,Vandas·Beta,https://ark0641998.lofter.com/post/4ce38dc2_2b5be1a64,https://ark0641998.lofter.com/,2022-06-16,9,9,9,9,9,9,9,319,0,0,0,0,0,0,0
320,「LVSS/GGAD/HPDM」无望,text,炊烟醉清风,https://luoriyuhui43967.lofter.com/post/73d3dc08_2b5bdd2d9,https://luoriyuhui43967.lofter.com/,2022-06-16,23,25,27,27,27,27,27,320,2,2,0,0,0,0,4
321,【GGAD】爱意难藏（中）,text,Argyle,https://argyle00284.lofter.com/post/73d34eba_2b5bce2d4,https://argyle00284.lofter.com/,2022-06-16,358,381,406,413,431,436,444,321,23,25,7,18,5,8,86
322,《圣芒戈日记》「GGAD’s Anatomy」1,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5bddd00,https://hongbidiaole.lofter.com/,2022-06-16,37,39,47,50,49,51,56,322,2,8,3,-1,2,5,19
323,None,img,谁与长安半池华,https://sheiyuzhanganbanchihua53191.lofter.com/post/3204f46b_2b5bdc6c5,https://sheiyuzhanganbanchihua53191.lofter.com/,2022-06-16,23,23,23,23,23,23,23,323,0,0,0,0,0,0,0
324,【GGAD】另一种结局,text,一只鹰崽⃒⃘⃤,https://baibai00296.lofter.com/post/73d7b461_2b5bdbb5e,https://baibai00296.lofter.com/,2022-06-16,83,91,100,108,115,121,126,324,8,9,8,7,6,5,43
325,神动3的剧组我真的会谢🤬,text,汀兰,https://tinglan04989.lofter.com/post/4c896961_2b5bdbe1b,https://tinglan04989.lofter.com/,2022-06-16,102,106,120,129,133,143,156,325,4,14,9,4,10,13,54
326,None,img,你说什么玩意,https://yeshimeng1.lofter.com/post/30ad64b1_2b5bdaacd,https://yeshimeng1.lofter.com/,2022-06-16,65,73,78,90,103,128,137,326,8,5,12,13,25,9,72
327,All I Ask 别无所求,text,糖糕糕,https://mushrovom.lofter.com/post/1d512917_2b5b8dda3,https://mushrovom.lofter.com/,2022-06-16,50,54,54,56,58,59,59,327,4,0,2,2,1,0,9
328,（ggad）把前男友变成好闺蜜（一）,text,Heitiana Artemis Blake Lancast,https://yueliangaiyouling.lofter.com/post/7441749f_2b5bd9f5d,https://yueliangaiyouling.lofter.com/,2022-06-16,25,25,27,27,27,30,33,328,0,2,0,0,3,3,8
329,【GGAD】一不小心和宿敌前男友亻古 攵了应该没大问题，对吧？,text,SherbetLemons,https://sherbetlemons12.lofter.com/post/30c22563_2b5bdbd54,https://sherbetlemons12.lofter.com/,2022-06-16,26,29,30,35,36,36,36,329,3,1,5,1,0,0,10
330,求主角是GGAD孩子的文,text,北方,https://cishengwuyou94452.lofter.com/post/319627f0_2b5bd716f,https://cishengwuyou94452.lofter.com/,2022-06-16,3,3,3,3,3,3,3,330,0,0,0,0,0,0,0
331,【GGAD】巫师与玫瑰 16 （私奔AU）,text,凡夫俗子很大方,https://sundaygg.lofter.com/post/3ce4d9_2b5bdb55c,https://sundaygg.lofter.com/,2022-06-16,33,35,37,38,38,38,40,331,2,2,1,0,0,2,7
332,None,img,鹅尔多斯,https://infinite673.lofter.com/post/2003d816_2b5bda9cb,https://infinite673.lofter.com/,2022-06-16,11,12,12,12,12,12,12,332,1,0,0,0,0,0,1
333,None,img,Ezekiel,https://wangpangshuangmulin.lofter.com/post/4c775c1e_2b5bd7acf,https://wangpangshuangmulin.lofter.com/,2022-06-16,3,3,3,3,3,3,3,333,0,0,0,0,0,0,0
334,None,img,Mosquito,https://mosquito730.lofter.com/post/1f2e1c7b_2b5bd9370,https://mosquito730.lofter.com/,2022-06-16,5,5,5,5,5,6,6,334,0,0,0,0,1,0,1
335,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5bd5270,https://kemengyingxin.lofter.com/,2022-06-16,11,11,11,11,11,11,11,335,0,0,0,0,0,0,0
336,怎样用女儿挽回老相好67,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5adf467,https://anna-tulanduo.lofter.com/,2022-06-16,86,87,87,90,91,92,93,336,1,0,3,1,1,1,7
337,None,img,sdujukdjshsj,https://wylj0.lofter.com/post/1f6a7703_2b5bd8a9a,https://wylj0.lofter.com/,2022-06-16,2,2,2,2,2,2,2,337,0,0,0,0,0,0,0
338,None,img,灵麒Linkee,https://jiangtutu521.lofter.com/post/1f0724af_2b5bd42bd,https://jiangtutu521.lofter.com/,2022-06-16,227,231,235,236,241,243,247,338,4,4,1,5,2,4,20
339,None,img,百里酒澜,https://bailijiulan.lofter.com/post/1d32561b_2b5bd49ce,https://bailijiulan.lofter.com/,2022-06-16,1496,1574,1697,1775,1849,1927,1968,339,78,123,78,74,78,41,472
340,GGAD记梗。占tag致歉,text,肥牛卷适合涮火锅,https://deyunshededabaobei54915.lofter.com/post/313987a3_2b5bd5c6b,https://deyunshededabaobei54915.lofter.com/,2022-06-16,4,5,5,5,5,5,5,340,1,0,0,0,0,0,1
341,None,img,Janisa  ⃒⃘⃤,https://zheimaoshiwode.lofter.com/post/73c6e3e0_2b5bd771a,https://zheimaoshiwode.lofter.com/,2022-06-16,5,5,6,6,6,6,6,341,0,1,0,0,0,0,1
342,None,img,秃头咸鱼居顶北,https://wocaishishibiewangxiaogekuaichawo.lofter.com/post/1d536112_2b5bd7721,https://wocaishishibiewangxiaogekuaichawo.lofter.com/,2022-06-16,2,2,2,2,2,2,2,342,0,0,0,0,0,0,0
343,None,img,小羊町,https://54188qwq.lofter.com/post/1d512a24_2b5bd5549,https://54188qwq.lofter.com/,2022-06-16,1434,1517,1609,1676,1734,1790,1821,343,83,92,67,58,56,31,387
344,羁旅（二）,text,Ezekiel,https://wangpangshuangmulin.lofter.com/post/4c775c1e_2b5bd5c32,https://wangpangshuangmulin.lofter.com/,2022-06-16,7,7,7,7,7,7,7,344,0,0,0,0,0,0,0
345,None,img,小岛菇凉慕振寒,https://dousenaiqiluotangtang.lofter.com/post/1dc90c89_2b5bd67c1,https://dousenaiqiluotangtang.lofter.com/,2022-06-16,169,188,204,230,242,251,254,345,19,16,26,12,9,3,85
346,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5bd446b,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-16,162,169,182,194,201,205,205,346,7,13,12,7,4,0,43
347,【FB/GGAD 】赤红1（修）,text,靜遠公子,https://jingyuangongzi85204.lofter.com/post/4ca91ba6_2b5b728ce,https://jingyuangongzi85204.lofter.com/,2022-06-16,7,7,7,7,7,7,7,347,0,0,0,0,0,0,0
348,【ggadgg】非典型性热文分析与推荐,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5bd2997,https://moinmoin150.lofter.com/,2022-06-16,137,142,146,147,148,149,151,348,5,4,1,1,1,2,14
349,HP观影体·07,text,风气候,https://fqh06.lofter.com/post/74b60a13_2b5bcdd07,https://fqh06.lofter.com/,2022-06-16,124,130,138,147,153,159,169,349,6,8,9,6,6,10,45
350,None,img,木木季,https://tvxqwendy.lofter.com/post/3f38fa_2b5bcef9a,https://tvxqwendy.lofter.com/,2022-06-16,85,108,121,134,148,175,189,350,23,13,13,14,27,14,104
351,adgg,text,Always,https://yinyongyue.lofter.com/post/741dcfd2_2b5bd0d53,https://yinyongyue.lofter.com/,2022-06-16,50,50,50,52,52,52,52,351,0,0,2,0,0,0,2
352,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5bcfdfa,https://kemengyingxin.lofter.com/,2022-06-16,32,34,34,35,37,37,38,352,2,0,1,2,0,1,6
353,阿不福斯恨他们所有人,text,青木繁临,https://1344847876.lofter.com/post/1e1ca322_2b5bce36a,https://1344847876.lofter.com/,2022-06-16,12,13,13,13,13,13,13,353,1,0,0,0,0,0,1
354,None,img,黄半斤,https://luiseashley.lofter.com/post/73e40fe9_2b5bce644,https://luiseashley.lofter.com/,2022-06-16,110,110,112,120,122,123,123,354,0,2,8,2,1,0,13
355,【GGAD】【FB3】被世界最强的黑白巫师玩弄的一生 格林德沃篇 Chapter 21,text,Splitwarrior,https://splitwarrior.lofter.com/post/30cb80da_2b5bcc154,https://splitwarrior.lofter.com/,2022-06-16,43,45,45,46,48,48,48,355,2,0,1,2,0,0,5
356,掐至窒息,text,青木繁临,https://1344847876.lofter.com/post/1e1ca322_2b5bce627,https://1344847876.lofter.com/,2022-06-16,4,4,4,4,4,4,4,356,0,0,0,0,0,0,0
357,【GGAD】千万不要去惹黑魔法防御课老师,text,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5bcd01c,https://yier720094.lofter.com/,2022-06-16,29,35,37,40,42,42,42,357,6,2,3,2,0,0,13
358,None,img,槿澂,https://santellina.lofter.com/post/74544467_2b5bca622,https://santellina.lofter.com/,2022-06-16,140,195,244,289,316,345,361,358,55,49,45,27,29,16,221
359,None,img,第十二号元素,https://dishierhaoyuansu.lofter.com/post/4ca9d88a_2b5bccf39,https://dishierhaoyuansu.lofter.com/,2022-06-16,3,3,3,3,3,3,3,359,0,0,0,0,0,0,0
360,贪欢,text,Lorisen,https://2283399288.lofter.com/post/31b8f77a_2b5bc9a61,https://2283399288.lofter.com/,2022-06-16,3,4,6,6,6,6,6,360,1,2,0,0,0,0,3
361,None,img,柠檬雪宝喂大的🦉 ⃒⃘⃤,https://obliviate58011.lofter.com/post/73cf5383_2b5bc9d5e,https://obliviate58011.lofter.com/,2022-06-15,168,171,175,175,177,178,179,361,3,4,0,2,1,1,11
362,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5bc7794,https://kemengyingxin.lofter.com/,2022-06-15,20,20,22,25,25,26,26,362,0,2,3,0,1,0,6
363,【GGAD】邓布利多和格林德沃到底合不合适,text,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5bb5c72,https://yier720094.lofter.com/,2022-06-15,22,22,25,25,25,25,25,363,0,3,0,0,0,0,3
364,我来产粮啦,text,阿斐,https://afei4366.lofter.com/post/1f32c9bc_2b5bc7edc,https://afei4366.lofter.com/,2022-06-15,1,1,1,1,1,1,1,364,0,0,0,0,0,0,0
365,None,img,看到走来的逆家吓得我赶紧打一套军体拳,https://shuidaozhongwuhaoye.lofter.com/post/204d2b1b_2b5bc6b4b,https://shuidaozhongwuhaoye.lofter.com/,2022-06-15,2,2,2,2,2,2,2,365,0,0,0,0,0,0,0
366,朝生暮死（一）(AI GG×研究员AD）,text,就凭你这个小精灵,https://jiupingnizhegexiaojingling.lofter.com/post/1de24439_2b5bc9fc6,https://jiupingnizhegexiaojingling.lofter.com/,2022-06-15,25,24,25,27,27,27,27,366,-1,1,2,0,0,0,2
367,小脑洞,text,蚊砸,https://mosquitee.lofter.com/post/74b02559_2b5bc415e,https://mosquitee.lofter.com/,2022-06-15,4,4,4,4,4,4,4,367,0,0,0,0,0,0,0
368,[德赫/斯罗]（4）寻找原因,text,Рмгорий,https://liuyuexue00560.lofter.com/post/4d219625_2b5bc93fe,https://liuyuexue00560.lofter.com/,2022-06-15,14,15,15,15,15,16,16,368,1,0,0,0,1,0,2
369,人间见白头,text,杏花疏影里，吹笛到天明🐧,https://jiuchjiuhdtouhua.lofter.com/post/4b6631f6_2b5bc6a08,https://jiuchjiuhdtouhua.lofter.com/,2022-06-15,12,12,12,12,12,13,13,369,0,0,0,0,1,0,1
370,【GGAD/GGSS】哈利波特与衔尾之蛇（24）,text,大雪微苔,https://wuyanzhe977.lofter.com/post/1f226b00_2b5bc5e98,https://wuyanzhe977.lofter.com/,2022-06-15,249,252,253,259,260,261,262,370,3,1,6,1,1,1,13
371,一些记录,text,Wish,https://wish8162.lofter.com/post/1e3d3afa_2b5bc3966,https://wish8162.lofter.com/,2022-06-15,1,1,1,1,1,1,1,371,0,0,0,0,0,0,0
